id,per_square_meter_price
COL_299366,67542.42587863977
COL_299450,87082.72839115275
COL_299454,72324.29695884451
COL_299455,82252.14507899462
COL_299459,83735.09267086168
COL_299464,57926.957241027005
COL_299468,55116.061727586726
COL_299486,65051.27182421283
COL_299491,92515.96345953204
COL_299497,77932.99085545479
COL_299499,51128.609446762544
COL_299501,86893.29014962957
COL_299540,44383.491790550535
COL_299615,53463.77661257364
COL_299659,192349.3180394425
COL_299678,195765.4247207789
COL_299795,37257.82966736525
COL_299818,42788.31905027834
COL_299819,94810.55531929064
COL_299820,102210.45825081403
COL_299960,59602.09765472698
COL_300095,70383.23881455221
COL_300108,213310.16160975574
COL_300125,32287.85336703433
COL_300144,275886.6769435788
COL_300225,61493.03411631644
COL_300305,223671.45790201993
COL_300423,39508.51606040088
COL_300491,42451.751850213506
COL_300562,40641.12064377063
COL_300747,38101.049315398384
COL_300816,49715.591643819804
COL_300942,43030.253911423926
COL_300959,43278.143898491115
COL_300962,40294.081212744946
COL_301220,38964.96145322542
COL_301285,55797.9609271984
COL_301290,81992.83309677834
COL_301303,82235.03359734392
COL_301367,42076.65852517008
COL_301368,44694.11860739856
COL_301378,76624.03571892121
COL_301401,57100.88781918924
COL_301444,34491.50205450742
COL_301445,49852.64115692872
COL_301574,90153.93129441826
COL_301649,34375.525926079754
COL_301669,74443.22014709549
COL_301670,47223.31070927682
COL_301679,51961.490382012154
COL_301709,37531.96149584169
COL_301757,179777.73797531473
COL_301819,35473.46268155401
COL_301820,43998.0020459276
COL_301821,41624.29875090929
COL_301822,40948.42897540793
COL_301823,41053.315622781454
COL_301843,47065.459945196446
COL_301976,62068.76719409423
COL_301986,42886.60956075475
COL_302097,46261.01794743411
COL_302111,86566.0720639367
COL_302139,45840.99327253317
COL_302293,34296.918583782484
COL_302294,40330.34846941477
COL_302428,46952.24844372616
COL_302465,40902.76852400272
COL_302497,75158.70742284242
COL_302548,39958.57112695965
COL_302597,40627.390176964094
COL_302726,47981.517604271845
COL_302745,57984.50870333942
COL_302873,39508.86953439473
COL_302926,44046.48243948285
COL_302986,48055.4984201209
COL_302987,48182.65511420319
COL_302994,57033.80289586803
COL_303002,96582.32541512306
COL_303004,42749.9696598813
COL_303007,42408.4263853403
COL_303069,56905.8448183601
COL_303147,37196.31363695306
COL_303265,43028.57239797477
COL_303285,86666.49633722926
COL_303366,38114.697933671276
COL_303405,91533.0369653996
COL_303564,47890.419432595096
COL_303569,29691.94827503196
COL_303618,91074.31142761742
COL_303623,66052.35375720437
COL_303624,64585.75278375007
COL_303625,59921.34008549333
COL_303626,51354.7031173626
COL_303627,54514.492760014604
COL_303637,26702.163141292098
COL_303638,34239.97034200036
COL_304041,51999.873296197926
COL_304147,357202.7627679867
COL_304255,201139.3107679438
COL_304280,53803.914075504654
COL_304320,41180.68824869326
COL_304322,54064.82762187855
COL_304323,31603.554469162074
COL_304324,24950.004165109294
COL_304325,32255.466599043306
COL_304367,38861.39237997523
COL_304546,55993.152230860534
COL_304550,76496.10106637568
COL_304552,106790.87699863334
COL_304561,43913.35004995259
COL_304585,87306.86389754781
COL_304853,105868.1759852015
COL_304902,49157.741459442856
COL_304978,58690.593479531635
COL_304984,34040.220417473865
COL_305002,55795.92507253706
COL_305017,79988.91850388315
COL_305038,36281.763017669866
COL_305057,40410.73041993697
COL_305058,38983.813299309244
COL_305059,39911.652155179254
COL_305114,253613.8473600134
COL_305373,54772.847759342985
COL_305382,82657.44556730466
COL_305383,78709.46750154077
COL_305384,85701.76331573182
COL_305385,85249.47668079005
COL_305386,82622.00616948036
COL_305387,84282.63808240474
COL_305388,80982.08413934325
COL_305413,80520.75812870484
COL_305607,48087.56114941547
COL_305652,57908.40333097042
COL_305726,214580.85418838006
COL_305896,84235.64553233577
COL_305924,39592.09089831121
COL_305926,36396.75900964965
COL_306033,91036.79317705272
COL_306088,61477.62781148679
COL_306141,39194.91064098864
COL_306143,48299.59477924496
COL_306144,51137.90970044673
COL_306151,61489.69959308391
COL_306153,49658.84049602835
COL_306154,53163.85927149482
COL_306155,39016.150640532585
COL_306206,49208.295563812324
COL_306621,41201.38483635208
COL_306728,54431.83904909399
COL_306758,45563.43892878301
COL_306763,100322.38826319191
COL_306803,48657.70891121826
COL_306853,44603.95841495991
COL_306892,40607.76248949289
COL_306938,89608.96747999609
COL_307001,53435.30026642812
COL_307043,63730.9679283969
COL_307158,48233.936452440816
COL_307269,48478.15554984447
COL_307356,66645.44912824091
COL_307480,44211.374812723836
COL_307529,59012.11945346657
COL_307623,39343.37514545836
COL_307819,42436.120690123134
COL_307874,45511.179555341536
COL_307945,77842.96688112075
COL_307986,71227.19173951073
COL_308206,67661.50056579587
COL_308211,35354.24726525967
COL_308429,80556.46653449546
COL_308446,51058.90153649489
COL_308472,56050.86915319238
COL_308486,59290.03983369905
COL_308492,58467.20873898166
COL_308493,55164.30611507939
COL_308743,46102.48460552279
COL_308803,37934.28219540678
COL_308813,72525.07235005507
COL_308963,54659.629090332586
COL_308966,32527.62373430735
COL_309079,43042.582357840845
COL_309121,36754.03594484611
COL_309434,38804.83012187719
COL_309612,41134.38890395817
COL_309635,30517.64168193566
COL_309640,42684.87492684122
COL_309642,36717.25223656489
COL_309784,48324.15037615976
COL_310093,31258.486174617792
COL_310107,37550.53653137077
COL_310164,46939.81755123271
COL_310207,54908.067931962956
COL_310218,40215.79423229536
COL_310311,44790.0481569416
COL_310315,56660.24993802377
COL_310359,49096.46746877881
COL_310405,87828.86481696404
COL_310447,58584.60689004706
COL_310503,43842.38744209868
COL_310570,39671.57044219015
COL_310590,51438.33709981773
COL_310604,57229.975416852125
COL_310641,129665.56571087646
COL_310642,49053.268011709944
COL_310656,316102.65129286767
COL_310722,38557.68111564619
COL_310897,61132.51800699862
COL_311016,31680.907134288398
COL_311017,42259.17593005095
COL_311018,48432.43106834735
COL_311025,33995.4501707798
COL_311026,41098.82821774226
COL_311068,40365.29820595431
COL_311128,45278.75623905941
COL_311187,132408.3830622123
COL_311188,122881.05885605424
COL_311328,353591.2871843439
COL_311348,40721.12092001412
COL_311537,67081.91500481937
COL_311660,39036.51977692728
COL_311665,38610.087760240705
COL_311698,37588.23864555842
COL_311704,261681.79516411704
COL_311870,47129.17031613972
COL_312002,53190.34540184397
COL_312005,237803.6558325567
COL_312006,137985.17056238634
COL_312007,136375.1425072232
COL_312010,97274.20973317986
COL_312014,45321.540317917475
COL_312208,45911.156020041
COL_312270,38327.75412488349
COL_312284,77056.55166768955
COL_312290,36469.52493199357
COL_312323,68989.1994984977
COL_312335,60827.713966454074
COL_312455,50826.3060059069
COL_312609,63016.01950594989
COL_312628,46613.26371126284
COL_312649,81705.70324148878
COL_312672,41945.16698647472
COL_312673,59015.13313268413
COL_312695,55295.71230644814
COL_312997,309323.230846768
COL_313006,68979.89475148902
COL_313065,59848.974232274675
COL_313068,64496.19680706186
COL_313211,44721.35068666679
COL_313268,278165.39305330085
COL_313304,44452.71388152029
COL_313352,37619.08448019434
COL_313363,46559.275222139164
COL_313535,98246.38873905165
COL_313559,166270.0736617493
COL_313572,58998.75938789504
COL_313573,56804.84332603389
COL_313574,49433.475486275864
COL_313597,42878.264628439945
COL_313606,50797.31822115027
COL_313694,88250.93205208486
COL_313703,44202.38366284961
COL_313717,97296.17325569152
COL_313789,33776.682661212166
COL_313791,43662.97219928811
COL_313814,70891.65884535447
COL_314054,118098.76156269331
COL_314055,118023.45507911214
COL_314058,115776.97243822107
COL_314069,34431.5966200081
COL_314170,41183.26079939585
COL_314185,56264.65157711696
COL_314186,32410.47348308494
COL_314187,43166.052753116164
COL_314190,67008.6777798644
COL_314196,41735.99540042134
COL_314211,53057.53552786086
COL_314230,54586.808254171425
COL_314308,38333.938908867625
COL_314419,42341.46198867963
COL_314536,41269.71541870837
COL_314628,55956.03977528264
COL_314746,47075.46415674696
COL_314818,60342.95207351142
COL_314821,53932.14542113239
COL_314859,46017.312581634076
COL_314860,41488.69224530764
COL_314899,123835.5473111057
COL_314907,42890.5865813741
COL_314997,31851.89321248342
COL_315015,91996.77081086468
COL_315135,53459.94615362528
COL_315502,43229.48868829677
COL_315578,50743.80203705923
COL_315599,35093.07577142546
COL_315602,40897.74029506177
COL_315621,59430.98871641195
COL_315652,136116.74220040016
COL_315673,294743.41943857673
COL_315724,34299.526539743434
COL_315806,27361.673199827386
COL_315970,58236.94479619544
COL_315976,28368.88890924742
COL_315977,29332.743427160283
COL_316014,37716.648956344216
COL_316015,54791.07075602422
COL_316017,52110.217538943994
COL_316021,53921.15029540456
COL_316022,35136.095124947824
COL_316023,45745.61554677648
COL_316024,63335.76527813802
COL_316025,65079.964012775774
COL_316150,51125.62372463387
COL_316180,159584.55099839385
COL_316181,43827.88124517551
COL_316289,52035.45964776752
COL_316308,35241.93994034584
COL_316323,32968.215075446475
COL_316387,32946.221751601115
COL_316388,32358.811319884062
COL_316389,35923.90367890379
COL_316390,33672.00794474439
COL_316392,30405.55666396991
COL_316423,35241.40614157859
COL_316446,55368.910332999556
COL_316448,53795.79970007564
COL_316562,47955.067446486086
COL_316629,43931.5235562007
COL_316720,55646.64207752224
COL_316897,182893.63167549102
COL_316942,39999.14119439027
COL_317174,47386.86985843531
COL_317405,50734.84581982261
COL_317423,63639.53597825872
COL_317789,40948.47900462997
COL_317930,91559.68932509152
COL_318181,89500.17870780657
COL_318209,89485.54674085579
COL_318336,35374.024383450786
COL_318357,29606.945870557094
COL_318384,47612.80594677277
COL_318425,47939.536838081505
COL_318499,35752.375388194894
COL_318575,85091.4795743765
COL_318696,96825.33516974784
COL_318698,323850.419797526
COL_318712,68645.50498258015
COL_318765,88235.02800579759
COL_319064,89622.76661429837
COL_319104,46661.079567900706
COL_319163,41069.79248661069
COL_319251,45866.217565210405
COL_319500,48435.27837891386
COL_319542,157776.7892084423
COL_319671,54177.6659452647
COL_319675,60565.15031149082
COL_319987,42111.28300735139
COL_319998,33560.486146642295
COL_320000,39581.29237873072
COL_320001,38272.827665755845
COL_320028,44788.247548282176
COL_320128,56376.653084351216
COL_320171,34462.75364709726
COL_320291,46187.81312679535
COL_320376,61300.80599042545
COL_320430,27688.706735669646
COL_320446,36976.54272461845
COL_320452,36748.850833305565
COL_320470,35467.44401226737
COL_320478,53923.27186058297
COL_320498,45787.59630998035
COL_320518,40224.58909338301
COL_320693,71402.91136154231
COL_320824,71607.11402034308
COL_320905,37360.97843942612
COL_320942,188531.26246198316
COL_320966,55598.346794187964
COL_321061,57061.46651245459
COL_321088,63396.92844411597
COL_321099,83993.35785522319
COL_321128,248903.98572990153
COL_321407,90835.64975105369
COL_321417,65272.036714749665
COL_321427,60133.86094910752
COL_321474,43073.56364296284
COL_321621,42080.181023930185
COL_321670,40046.00860877867
COL_321677,35519.49104208249
COL_321820,62333.61512620043
COL_322106,73149.79296968659
COL_322266,33174.52938281878
COL_322288,89244.03896804512
COL_322290,79530.38652144687
COL_322311,40581.1832698588
COL_322356,84303.31612537042
COL_322378,44169.386814672966
COL_322380,43210.011442300034
COL_322428,83035.19587120957
COL_322436,50954.22976088116
COL_322462,59289.49484481396
COL_322463,34548.81620202922
COL_322511,53310.64205317063
COL_322568,66463.23359413688
COL_322595,63216.35677119357
COL_322623,43006.98511679858
COL_322624,96826.81096123644
COL_322665,68313.1173438936
COL_322676,78344.31396564085
COL_322749,49395.408355649786
COL_322954,40798.48086304319
COL_323025,78825.8555064012
COL_323034,64308.163420313576
COL_323061,61635.527061800785
COL_323075,25050.920773475264
COL_323078,38214.65795618717
COL_323084,51129.69726836543
COL_323247,80608.15734480001
COL_323258,78991.04299648869
COL_323261,107966.53976101693
COL_323330,72053.21623027594
COL_323355,81490.16432068411
COL_323590,39986.96557331205
COL_323647,42730.84175244101
COL_323671,53042.463716255224
COL_323683,293341.97435334715
COL_323882,56579.59332116072
COL_323938,63934.874216377764
COL_324197,174721.9525511834
COL_324268,37449.73643469845
COL_324269,41680.14111656727
COL_324455,108718.42199734377
COL_324459,95804.2328820892
COL_324622,54742.85771774373
COL_324655,40676.3678112129
COL_324779,36662.163719052485
COL_324786,126250.20695274789
COL_324787,121928.59824470303
COL_324926,51314.39310683023
COL_324927,53940.52007774613
COL_324936,31469.046466646396
COL_324940,210883.86276633988
COL_324941,57047.506955981095
COL_325131,107960.5736103089
COL_325182,44257.54243191799
COL_325196,52335.91338171788
COL_325210,44899.984673240455
COL_325348,49905.35491349368
COL_325392,39987.07048955586
COL_325405,74323.8421027731
COL_325545,170800.4174560353
COL_325588,87741.95043642767
COL_325648,93974.00170697513
COL_325649,95047.49430116583
COL_325650,86606.32223514003
COL_325651,86738.76518328456
COL_325652,75712.04038606689
COL_325653,80756.4574437735
COL_325696,83365.05215909868
COL_325699,60815.81194341681
COL_325703,59865.083877687066
COL_325707,73990.14593147395
COL_325847,41439.76907293474
COL_325884,32109.511452240855
COL_325904,57292.749528265056
COL_325905,40755.25329989809
COL_325942,75714.39416141431
COL_325998,128627.18682526455
COL_326043,46200.709778142555
COL_326045,49342.409752717154
COL_326068,48048.36246255551
COL_326108,45192.41785997687
COL_326130,115887.93407478323
COL_326171,48342.59856395041
COL_326268,52420.73459599499
COL_326466,52095.597392099895
COL_326531,34355.718710351386
COL_326680,47479.993759063735
COL_326753,46173.40045454668
COL_326804,48900.37637083032
COL_326997,51658.61933471558
COL_327062,33488.50432489259
COL_327071,26398.214298007028
COL_327138,45074.107240701225
COL_327471,40473.425040266666
COL_327568,32662.518998996442
COL_327627,59165.298943864436
COL_327732,51511.3610213903
COL_328038,124835.66242342406
COL_328039,122418.92803915242
COL_328086,44313.27986682029
COL_328127,71784.56266932063
COL_328128,44996.03208516493
COL_328240,49958.701909577445
COL_328284,49875.30813527474
COL_328358,38158.350316245414
COL_328408,43497.99866643845
COL_328598,43103.93683375209
COL_328785,67866.33277553754
COL_328832,84646.71681924356
COL_328912,66811.58748882318
COL_328916,47593.188648123316
COL_328952,67507.3655335217
COL_328998,45216.07353833378
COL_329153,54051.91587080508
COL_329196,60638.6629069849
COL_329239,88667.21907249157
COL_329262,85827.79098670295
COL_329356,42598.33536957303
COL_329509,512625.418430216
COL_329554,39196.61744414917
COL_329557,44486.31607520161
COL_329663,40240.36038546428
COL_329708,58564.16569128757
COL_329757,31436.585478526482
COL_329828,60018.50257508672
COL_329829,58448.80516171019
COL_329857,35931.05335547953
COL_330022,58542.689665400205
COL_330075,41453.58477036031
COL_330085,54299.04890793691
COL_330199,65682.53525200063
COL_330234,58214.03366955759
COL_330254,82630.99759719666
COL_330260,67117.47324205456
COL_330277,51467.86100517985
COL_330324,36206.26861006312
COL_330335,29007.429875361177
COL_330474,74128.274050439
COL_330477,42478.706111900836
COL_330553,101593.11871407965
COL_330624,45106.5936969539
COL_330666,63915.81027326764
COL_331046,84538.33888810233
COL_331047,54207.80018524094
COL_331049,49913.96947323924
COL_331062,156213.0998235547
COL_331205,168223.08902297672
COL_331263,46790.669286936274
COL_331270,44545.48959586355
COL_331278,66614.12991283077
COL_331289,31642.054808546327
COL_331365,52122.77452324142
COL_331412,64791.51919684663
COL_331441,47679.80635666409
COL_331442,46766.363556152515
COL_331466,32113.56752660886
COL_331559,41893.86310300167
COL_331572,48745.81729341738
COL_331601,42440.823998506785
COL_331762,36626.30327698877
COL_332006,29093.573836312353
COL_332433,47543.98161558538
COL_332669,51091.68403573156
COL_332717,33459.58628776778
COL_332726,72867.938770465
COL_332856,32489.507879009354
COL_332908,178886.46707536027
COL_332909,163408.2879412974
COL_332910,163083.60548737826
COL_332939,50592.29345237709
COL_333190,180397.97025774987
COL_333309,49876.68743098046
COL_333329,39250.57806899579
COL_333350,46636.61028789649
COL_333390,42101.28644370567
COL_333472,57083.246556579936
COL_333473,120116.022166261
COL_333518,59922.83269121713
COL_333530,105073.950664321
COL_333545,110347.94597542129
COL_333556,44236.902924998474
COL_333576,35175.118770701025
COL_333736,30354.815964244863
COL_333788,49921.68206214189
COL_333866,39118.13074630647
COL_333867,29999.62257670805
COL_333928,57724.995587886944
COL_333957,47857.16122556002
COL_334037,66298.10928459844
COL_334047,52534.23843118471
COL_334091,106400.0120087816
COL_334183,46450.15692319986
COL_334229,68696.28575773648
COL_334288,156438.8412538408
COL_334468,42854.27586032019
COL_334548,36698.28403462685
COL_334639,41957.497160235296
COL_334741,39033.540824596465
COL_334989,64437.99858900758
COL_335047,67179.66586843187
COL_335092,45196.96403033593
COL_335505,54274.47588744137
COL_335523,41628.76773029474
COL_335574,90463.99322325646
COL_335589,55373.5042833627
COL_335708,48311.29714018094
COL_335714,92257.20007111825
COL_335836,49984.03829070968
COL_336093,47922.60494584001
COL_336095,37899.22970359809
COL_336259,45255.18275863845
COL_336264,42089.28213005119
COL_336267,40709.80806251959
COL_336462,172296.2667832026
COL_336493,84756.72987588325
COL_336495,50919.4707717783
COL_336499,58920.554713784295
COL_336531,41245.57901225468
COL_336685,43154.5749073225
COL_336736,91678.55134165517
COL_336855,64710.274950673294
COL_336874,48714.73280088471
COL_336932,36070.91380014928
COL_336963,140594.32688180366
COL_336967,39026.025416279146
COL_337195,59377.76166734334
COL_337254,97276.71805337153
COL_337273,59459.59710919956
COL_337309,57568.68979843377
COL_337318,41497.56929949839
COL_337346,41513.81060714253
COL_337386,58305.18373502381
COL_337590,40876.95679185415
COL_337593,35719.20861334936
COL_337666,47643.88754673317
COL_337681,53292.18715473567
COL_337895,32289.508182930516
COL_337901,98878.98772548928
COL_337971,52866.02397073482
COL_338002,41662.41607500624
COL_338038,64938.98837935012
COL_338039,57443.95838110433
COL_338276,31544.469476639235
COL_338279,61311.76496862119
COL_338421,32402.749563580874
COL_338506,54212.22441063242
COL_338557,63194.12166971485
COL_338558,52178.15982880069
COL_338559,62473.26315769875
COL_338560,54511.8029892238
COL_338561,55360.65610692485
COL_338562,65807.44978991494
COL_338607,58817.91261779262
COL_338609,55070.31053353612
COL_338673,36538.79332238379
COL_338850,39796.75628143395
COL_338864,55709.44850696814
COL_338944,40447.771045200156
COL_339089,103273.88683045725
COL_339113,38763.188554083055
COL_339428,41567.8470457726
COL_339440,35544.88602128334
COL_339645,29201.107582304674
COL_339657,45941.42093389664
COL_339727,58291.723435235435
COL_339728,58857.66981540534
COL_339729,76999.63661197458
COL_339772,62754.08226666044
COL_339793,46993.58717344335
COL_339822,34775.09817984305
COL_339866,51372.4016108246
COL_339878,101004.07861711446
COL_339889,32884.54488257101
COL_339893,39581.11575158281
COL_339912,86691.18523154431
COL_339987,34518.161800712085
COL_339993,85214.26611318307
COL_340011,83285.73462390759
COL_340117,43425.13757679479
COL_340369,48538.130621004544
COL_340447,91506.53259663741
COL_340462,59912.9916845436
COL_340506,32930.31785892418
COL_340519,61576.16801462643
COL_340520,53187.26214048348
COL_340521,46512.30275810245
COL_340655,181960.40026936104
COL_340657,48056.73562636234
COL_340794,164915.5167808852
COL_340796,55778.04192592009
COL_340898,102271.3197862036
COL_340975,40714.82156970353
COL_340994,162027.0197019625
COL_340995,99009.3704510668
COL_341014,43736.5724878656
COL_341069,177970.81400808715
COL_341070,43175.27256177416
COL_341184,56761.977495425876
COL_341212,41889.65882710999
COL_341220,47412.83307317598
COL_341237,47470.58180171419
COL_341310,51438.731965346975
COL_341351,37810.0378910039
COL_341414,90781.06782321548
COL_341465,44759.84689940774
COL_341487,38220.89354421222
COL_341496,38608.46842929014
COL_341683,46421.59623925274
COL_341692,30170.581107146074
COL_341722,86019.69111412001
COL_341744,48769.452147581396
COL_341762,62835.80016244858
COL_341805,36165.841948551
COL_341889,47382.81546437699
COL_341936,87194.35778987565
COL_342040,66843.18512550343
COL_342111,59950.26126439405
COL_342208,49765.53924704965
COL_342209,36559.23922471995
COL_342211,56355.7006927715
COL_342212,36428.61779030109
COL_342258,63027.719170401884
COL_342326,72796.57113227053
COL_342405,82103.89929826907
COL_342407,46066.60638465843
COL_342425,52473.60684169526
COL_342426,54560.24903288818
COL_342438,48240.42873257227
COL_342505,62022.37762206277
COL_342623,39198.57258303722
COL_342714,55846.69649144783
COL_342734,31727.149813704193
COL_342947,69066.96779813213
COL_342948,47377.518113325874
COL_343030,40472.641528638145
COL_343036,82523.39813222447
COL_343039,33452.55823035274
COL_343047,53617.65985573397
COL_343070,34803.96271908238
COL_343169,161054.99114078455
COL_343269,49429.39196842406
COL_343324,43799.587321087856
COL_343430,34068.07289302335
COL_343527,34607.31905843325
COL_343636,37839.74518523186
COL_343649,50496.17357705665
COL_343852,43166.84082864641
COL_343866,103886.73340599793
COL_343993,86130.20802184498
COL_344179,35785.36751074367
COL_344278,53261.085688514926
COL_344298,34963.69891422654
COL_344312,56522.774921231874
COL_344350,41404.746170400016
COL_344578,43931.774371952306
COL_344772,43828.10710392785
COL_344807,63420.953625854476
COL_344844,34166.101876080094
COL_344845,107273.81896377262
COL_344887,47594.310319651406
COL_344960,46930.2000582897
COL_344969,286618.5422769956
COL_345017,40978.663908862865
COL_345055,42282.18994907889
COL_345062,111674.56187615765
COL_345102,86864.41206542123
COL_345117,107502.90903828299
COL_345119,97306.68698112865
COL_345171,51083.834981159176
COL_345187,88769.60061851313
COL_345195,194709.6994369249
COL_345287,41669.694635006286
COL_345351,80865.95576099005
COL_345558,39774.769882597895
COL_345594,38957.58704266887
COL_345718,62469.55657606295
COL_345723,39215.606438068164
COL_345736,52323.86860100436
COL_345839,55170.469500213185
COL_345884,36136.87576461818
COL_345971,30262.968329312418
COL_345996,59094.80589492782
COL_346013,210833.82048152256
COL_346015,212171.6625899201
COL_346208,53137.66903749305
COL_346276,47404.669428609064
COL_346296,46740.79973823384
COL_346516,50030.633855103515
COL_346518,49322.733541227586
COL_346522,92891.08879964743
COL_346623,83952.4407610469
COL_346677,170467.89458408635
COL_346698,46354.10935201024
COL_346776,77654.02670797537
COL_346813,55963.07955057126
COL_346829,43637.04474051135
COL_346974,55775.47173058915
COL_346975,56872.3886182835
COL_347000,52473.77679787856
COL_347011,91520.94738730705
COL_347186,61661.7075789556
COL_347284,42512.41152367757
COL_347293,38637.00980146638
COL_347332,47934.73900224113
COL_347353,47729.55846384699
COL_347436,48936.15107149477
COL_347488,44121.07143997831
COL_347618,62591.65262437829
COL_347620,44938.45749168691
COL_347621,75157.47727280609
COL_347634,57339.69886015466
COL_347686,42969.69965608997
COL_347694,37997.310371389416
COL_347737,103302.35434089437
COL_347777,54957.20249967246
COL_347852,49742.19243164513
COL_347970,31876.80786162278
COL_348009,36518.96373149888
COL_348076,96883.04017083885
COL_348077,94700.89333629991
COL_348272,74125.8226635782
COL_348274,57399.93023346072
COL_348275,54163.543332399226
COL_348278,48413.33210282131
COL_348281,45091.04710405065
COL_348383,87234.97720947005
COL_348436,37150.206488454955
COL_348447,33763.03197169742
COL_348483,39458.09991562786
COL_348681,58653.004055210666
COL_348731,45062.36506941604
COL_348733,52426.592275349205
COL_348757,53727.408468444795
COL_348893,38609.24978467077
COL_349002,196622.6557688134
COL_349029,63851.835500092835
COL_349110,34520.63601383455
COL_349213,44697.568742612144
COL_349214,47621.1626652332
COL_349215,36170.99902639363
COL_349216,41043.297120864605
COL_349601,37684.475862228515
COL_349602,37810.20955954487
COL_349643,30243.230160028037
COL_349719,57220.67676258609
COL_349774,53950.67823650234
COL_349777,35719.48545249266
COL_350115,53699.70857921865
COL_350169,36488.812005522166
COL_350175,109838.10129696054
COL_350245,48353.593385767
COL_350246,51321.9087481749
COL_350338,59558.22336204861
COL_350353,37452.53394081503
COL_350357,52230.86544264978
COL_350456,66824.59989788417
COL_350457,40672.54367802048
COL_350458,53628.75044783812
COL_350459,46187.330878535555
COL_350476,47034.86950631632
COL_350497,316070.03053529834
COL_350564,310528.6902461442
COL_350594,55251.50263533094
COL_350743,40894.11888666174
COL_350761,104664.43845514652
COL_350762,133615.5492869041
COL_350764,86382.94632067335
COL_350784,51586.35051461286
COL_350851,67376.98324003501
COL_351049,44797.949406036445
COL_351088,508633.099817074
